reviews.text
keyboard,works,fine.fingerprint,recognition,works,well.
finger,print,scanner,works,great,keyboard,lights,awesome.
Makes,quick,easy,log,onto,surface!,Another,opportunity,forget,another,password!
make,much,easier,access,sp4.not,sign,everytime,make,huge,difference.highly,recommended!!
works!!!,"Ya,","special,",personally,hate,lack,left,right,"buttons,",that's,way,industry,gone,unknown,reason,(saves,35,cents?).,brief,use,quite,zoom-in,gestures,occur,attempting,move,click,"quickly,",I'm,sure,way,disable,pinch,zoom,gesture,keyboard...the,screen,2,inches,"away,",zoom,there.Also,"fingerprint,",used,once...the,facial,recognition,unlock,quicker,easier,probably,greater,degree,accuracy,depth,sensing.
Solid,feel,good,key,spacing-backlit,keys,nice,plus.,use,fingerprint,reader,quickly,log,onto,either,two,accounts,using,different,fingers.
new,keyboard,Touch,ID,works,great,Surface,Pro3!,easy,install,easy,use,daily,basis,job.
finger,print,scanner,works,"great,",new,layout,makes,full,size,keyboard.,real,improvement.
surface,pro,type,cover,fingerprint,ID,must,surface,pro.,Great,Accessory.
like,"it,",KB,needs,backlit.,Can't,use,unless,enough,light
Surface,Pro,3,purchased,keyboard,touch,id,/,hello,feature.,cover,keyboard,also,better,Pro,3,original,keyboard.,fits,great.
took,surface,get,point,recognized,time,started,works,"great,",love,backlighting,wife,asleep,bed,next,I'm,still,working
Great,keyboard!,thought,fingerprint,scanner,would,somewhat,"gimmick,",use,every,time,log,Surface,Pro,3.,backlit,keyboard,also,great,feature.,must,suface,pro!
Easy,attach,tablet,good,size,keys,finger,print,id,good,idea
Keyboard,"nice,",well,thought,out.,spent,extra,money,get,cover,fingerprint,feature.,got,surface,turned,windows,hello,use,camera,"mostly,",convenient.,using,device,tablet,without,keyboard,unlocking,device,chore.,camera,much.,fingerprint,feature,lies,mostly,unused,probably,could,saved,money,getting,regular,type,cover?,worth,returning,though.The,keyboard,"nice,",pretty,easy,type,on.,little,flexy,flat,type,review.,great,"typer,",kind,hunt,peck,typer,fact,full,sized,bother,much.,wish,somebody,would,make,magnetic,cover,keyboard,want,protection,want,travel,light...the,screen,protectors,mostly,seem,affect,touchscreen,sensitivity,based,reviews,read.In,summation,great,"keyboard,",depending,security,needs,regular,type,cover,might,good,enough.,sure,easy,spoof,either,fingerprint,scanner,camera.,Read,article,researchers,using,normal,injet,printer,spoof,fingerprint,readers?,technology,race,security,sector...
buy,type,cover,surface,pro,brainer,-,"should,",period.The,keyboard,really,"responsive,",comfort,type,"on,",thin.,Plus,design,works,like,cover,surface,pro,really,good.The,question,one,model,-,Fingerprint,ID.,personally,"did,",regret,it.The,Fingerprint,ID,works,really,"well,",really,responsive.,Logging,windows,super,easy,fast.,downside,find,apps,normally,use,take,advantage,fingerprint,id,-,granted,actively,search,"them,",rather,checked,ones,use,would,benefit.,yet,"seen,","though,",computers,tablets,"reader,",developers,add,function.,would,love,use,loggin,internet,accounts,"example.Anyway,",purchase,worth,"price,",keep,mind,might,paying,extra,future,benefit,anything.
Works,great.,Improved,ergonomics,original,SurfacePro3,keyboard.,Fingerprint,recognition,reliable,efficient.
perfect,accessory,tablet.,must,road,warrior.
Great,keyboard,nice,feel/look.,negative,thing,restart,laptop,finger,print,scanner,stops,working,time,time.,know,that's,keyboard,surface.
got,new,surface,4,it'd,crazy,keyboard.,keys,"springy,",bit,click-y,think,going,type,like,ninja.,bummed,came,black,fingerprint,ID,works,well,worth,trade,off.
touch,id,also,much,improved,laptops,touch,version,slide,version.
Excellent,device!,"comfortable,",quiet,well,designed,keyboard.
gotta,say,really,impressed,keyboard.,finger,print,security,option,nice,fast,recognize,print,fast,iphone,6s,plus
Nice,keyboard!,Works,every,time.,Fingerprints,cool!
Great,upgrade,previous,surface,pro,3,keyboard.,fingerprint,scanner,bonus.
finger,print,reader,nice,addition,keyboard
works,great.,best,part,biometric,scanner.
Love,easy,connect,surface,pro,fingerprint,recognition,cool.
Love,sign,using,finger,print,makes,much,easier!,Great,product!
Great,"product,",seem,work,every,time...,Sometimes,(not,often),prompt,swipe,"finger,",almost,like,fingerprint,reader.
keyboard,greatest,got,one
finger,print,ID,feature,makes,signing,Windows,effortless,quick.,field,technician,always,time,type,password
especially,like,fingerprint,"ID,",think,secure,password.,really,great!
SP4,keyboard,largely,improved,clickiness,keys,definitely,something,appreciate.,"Overall,",great,typing,experience-,keys,well,lit,spaced,comfortable,typing.,fingerprint,reader,add,extra,layer,security,"""future-proofness"",",otherwise,add,large,improvements.,Windows,10,facial,login,likely,use,often,this.,finger,print,reader,handy.,extra,bucks,matter,"you,",not?
fingerprint,scanner,works,flawlessly,logging,in.,like,response,keys,glass,trackpad,better,most.,I'd,prefer,larger,"trackpad,",large,hands,compact,profile,works,great,otherwise.,color,choice,would,awesome.,I'd,like,kit,UofM,colors.,Go,Blue!
like,tablet/computer,must,Finger,reader,great
Go,ahead,protect,Surface,use,fingerprint,reader,keyboard,save,time,logging,Surface!,Took,little,bit,practice,learn,press,finger,get,right,reading,I'm,using,much,faster,password.
Great,keyboard,price.,Fingerprint,scanner,works,well,-,would,recommend
keyboard,comes,hand,want,type,screen.,highly,recommend,Touch,ID,too!
nice,"keyboard,",new,fingerprint,ID,took,getting,used,"to,",works,nicely.,Recommended.
Keyboard,great,love,finger,print,scanner..
love,convenience,keyboard.,Although,sometimes,read,finger,print,fast,easy.
keyboard,lives,promises.,keys,large,easy,use.,used,fingerprint,reader,locks,poor,"results,",one,works,extremely,well.,complaints.
Great,keyboard,nicely,spaced,"keys,",good,feel,sound,"typing,",trackpad,works,way,better,older,"versions,",fingerprint,scanner,makes,easy,login,touch!
Stiff,supports,typing,lap.,Backlight,nice.,Keys,responsive.,Finger,id,works,really,well.
using,MS,Surface,Pro,since,first,version.,always,loved,snap,keyboard.,new,keyboard,Microsoft,superior,many,ways,original,Surface,Surface,Pro,keyboards.,actual,buttons,slightly,larger,spread,litter,apart.,allows,premium,typing,experience.,find,rates,better,even,laptops,worked,with.,addition,fingerprint,reader,great,new,feature.,able,take,advantage,Windows,Hello,cool.,small,pleasure,touch,Keyboard,Surface,gives,personal,"hello,",makes,day.
new,keyboards,"great,",little,roomier,easier,type,speed,without,many,typos.
Keyboard,fits,perfectly.,attaches,magnetically,Surface,works,cover,screen.,good,quality.,Keys,feel,good,touch.,Touchpad,great.,Surface,basically,becomes,laptop,keyboard,attached.,one,fingerprint,reader,works,seamlessly,Windows,Hello,log,in.,like,using,camera,log,insists,logging,continuously,sometimes,logged,even,looking,camera.,fingerprint,reader,works,much,better.
Great,gift,have.,tablet,computer,one.,Buy,today.
like,feel,keys,overall,weight,key,board.,fingerprint,ID,feature,great,quick,sign,like,security,provides.,"However,",sometimes,recognize,print,log,old,school,password.
really,like,keyboard,enhance,tablet,use.,fits,bill.,would,prefer,10-key,"extension,",extra,"computer,",huge,issue.
Much,better,Surface,Pro,3,keyboard.,Well,worth,upgrading.
Works.,Seems,overpriced,is.,"However,",work,advertised.
Great,product.,Easy,use.,problems.,Would,certainly,recommend
Great,professional,business,"environment,",wish,could,pop,use,tablet,only.
deiced,try,fingerprint,"edition,",I'm,glad,spent,extra,"money,",convenient,lots,good,apps,utilize,it.
good,keyboard.,scan,finger,instead,regular,log,in.,smooth,typing.
new,fingerprint,lock,keyboard,one,main,selling,points,surface,pro,four,me.
device,makes,signing,breeze.,would,recommend,everyone.
keyboard,touch,pad,big,upgrade,Pro,3,one.,fingerprint,reader,works,wonderfully,Windows,10,Hello,login.,Takes,less,second,wake,recognize.,Highly,recommend.,get,SP4,since,Hello,capable,camera.
starting,buying,Surfaces.,work,well.
love,new,keyboard!,especially,like,fits,Surface,Pro,3.,also,love,finger,print,scanner!!!!
must,surface,4.,Works,"good,keys",responsive,added,protection,screen,protector,close.,find,finger,print,useless,since,surface,face,"recognition,",got,price,regular,keyboard,pay,extra,it.
liked,original,Surface,keyboard,one,much,better.,key,spacing,great,touchpad,responsive.,best,feature,fingerprint,reader.,alone,worth,upgrade.
keyboard,makes,Surface,Pro,laptop,mode,completely,"usable,",also,acts,cover,screen,reversed,act,back,tablet,mode.,mouse,pad,flat,finish,"glass,",get,normal,worn,look,mousepads.,Great,addition,surface,pro.,Oh,"yes,",fingerprint,option,easy,set,recognizes,finger,angle.
Probably,get,thumbprint,one,again.,really,need,it.
Touchpad,slightly,less,accurate,would,expected.,"However,",overall,great,addition,MS4,device.
Typing,tablet,rather,challenging,keyboard,makes,lot,easier.,"Besides,",instantly,turn,tablet,mini,laptop,keyboard,bluetooth,mouse.,keyboard,quality,good,prevents,screen,scratched,closed.
keyboard,wash,"dishes,",moisturizer,"skin,",fertilize,lawn.,keyboard,nicer,feel,original.,fingerprint,reader,works,well.,also,used,trivet,hot,roasting,pan....,Once..
get,"Surface,",keyboard,must.,far,issues,docking,undocking.,purchased,keyboard,fingerprint,reader,set,yet.,mouse,seems,work,great,standard,"keyboard,",typing,seems,reasonable.,Good,touch,feel,keys.
Keyboard,works,well,I'm,impressed,Fingerprint,ID,feature.,temperamental,bit,frustrating,times.
purchased,upgrade,Surface,Pro-3,type,cover.,spacing,style,keys,new,model,far,superior,Pro-3,cover.,larger,touchpad,"plus,",much,better,original.,fingerprint,reader,works,"intermittently,",disconnecting,keyboard,reattaching,usually,"""jar""",back,functionality.
pick,better,keypad,Surface,Pro.
chose,keypad,extra,security,fingerprint,scanner.,I've,set,camera,fingerprint,work,great.
fingerprint,reader,works,well,times,camera,recognize,"you,",always,connects,unlike,"Bluetooth,",magnetic,catches,work,quick,easy,secure,attachment.
Love,keyboard,fingerprint,scanner,must,have!,Easy,type,Surface,Pro,looks,great,like,paper,notebook.
Surface,Pro,3,use,work,Surface,Pro,4,personal.,SP4,type,cover,lot,nicer,3,is.,key,spacing,feels,better.,like,added,finger,print,sensor,easier,sign,in.
makes,using,tablet,easier.,used,touchscreen,technology,yet.,wish,number,pad.
lot,improvement,cover,keyboard,would,definitely,recommend
Works,well.,thing,like,keyboard,give,it.,"keys,",actual,beybpard.,type,pushes,"down,",keyboard,stay,flat.,Guess,issue,thin,is.
Works,"great,",attaches,Surface,Pro,"4,",fingerprint,sensor,works,fast,reliably
expect,like,keyboard,much,-,good,full,"keyboard,",close.
fingerprint,works,"perfect,",set,easy.,surface,without,key,board,difficult,typing,whole,page,world,document,number,occasion,minimize,keyboard.,one,flexibility,"positioning,",everything,works,perfect.
love,keys,light,"me,",also,love,light,"use,",saves,battery,power,reduces,light,pollution.,specifically,got,fingerprint,"scanner,",however,facial,recognition,surface,makes,less,important.,still,set,"up,",used,once.,though,may,nice,using,computer,dark,room.,frustration,cannot,adjust,tilt,screen,without,using,kick,stand.,never,realize,may,want,lol.,easy,change,positions,form,normal,ones,accommodate,difference,"though,",would,let,deter,me.
looking,something,would,work,surface,pro,tell,wanna,worry,compatibility,issues.,works,me.
keyboard,use,travel,device.,heavy,typing,much,better,on-screen,kkeyboards.
Flexible,remove,needed.,Also,good,typing,alternative,standard,keyboard.
Microsoft,phenomenal,job,creating,Type,Cover,decent,key,travel,good,track,pad.,fingerprint,sensor,works,well,makes,easier,quickly,get,OS.
open,main,screen.,open,passwords
got,Surface,Pro,3,bundle,keyboard,pen.,purchased,Surface,Pro,4,keyboard,new,pen,4,tips.,keyboard,fingerprint,reader,convenient,touch,feel,keys,superior,bundled,keyboard.
purchased,keyboard,cover,go,Surface,Pro,4.,extremely,happy,it.,type,quickly,cover,could,laptop's,keyboard.,question,people,ask,whether,fingerprint,sensor,worth,additional,cost.,would,say,is.,accurate,"fast,",love,ability,connect,LastPass,extension.,"it,",literally,fill,complicated,forms,passwords,"""at",touch,"finger.""","me,",small,price,pay,"convenience,",others,may,disagree.
nice,keyboard.,keys,backlit.,FingerID,scanner,great.,One,touch,in.,typing,passwords,pins.
Microsoft,cover,keyboard,easy,use,carry.
Feels,much,durable.,fingerprint,scanner,great.,real,issue,original,docking,station,stay,folded
Great,keyboard!,Love,fingerprint,recognition!!
easy,use,love,way,charge,use,it...
Fingerprint,scanner,handy,board,protects,screen,well.
type,cover,bad,looking...,like,velvet,like,material,seems,little,bit,laggy...,overall,good,great.
fingerprint,feature,awesome!,"Light,",flexible,keyboard.
nice,keyboard.,hardly,adds,weight,surface,pro,allows,type,efficiently,staying,comfortable.,fingerprint,scanner,nice,works,every,time.
Keyboard,fits,well,Surface,Pro,expected.,feel,much,better,expected.
Feels,great,attaches,easily.,like,fact,practical
purchased,open,box,keyboard.,Looked,works,like,new.,Definitely,great,upgrade,keyboard,Surface,Pro,3.,Typing,feel,improved,fingerprint,unlock,works,fast,easy.
Nice,design.,nice,cover,open,even,flip,way,keyboard.
MIRCOSOFT,Surface,Pro,4,keyboard,w/Fingerprint,technology,works,well,issues.
like,fingerprint,access,option.,works,well.
fingerprint,reader,cool,"option,",reason,bit,stronger,original,keyboard.,like,"surface,",typing,mobile,pain.,helps.
I'm,get,used,smaller,keyboard,I'm,used,to.,upside,surface,pro,4,switch,laptop,tablet,instant.
Admittedly,tried,hard,fix,problem,get,touch,pad,work,every,5th,try,so.,Makes,almost,slow,typing,password.,want,reiterate,yet,tried,research,issue,though.
Bought,keyboard,extra,glad,did.,great,helps,protect,Surface.,Would,definitely,consider,must.,fingerprint,security,option,makes,signing,easy.
Nice,keyboard.,Find,fingerprint,scanner,useful
useful,light,comfortable,use.,Instead,typing,screen,make,experience,enjoyable,productive.,fingerprint,handy,helps,avoid,type,password,everytime.
able,get,best,keyboard,little,money,extre.,Great,deal
easy,attach,computer...love,iwhen,connected,disconnect,easy
usually,long,passwords,fact,get,laptop,finger,saves,times.
love,keyboard,already.,new,fingerprint,add,definitely,interesting,addition.,Makes,signing,computer,much,quicker,easier.
